hero_1,hero_2,hero_3,hero_4,hero_5,hero_6,hero_7,hero_8,hero_9,hero_10,account_1,account_2,account_3,account_4,account_5,account_6,account_7,account_8,account_9,account_10,is_win
88,92,29,13,72,89,98,97,23,25,85046763,115614625,81215508,63016949,93700962,26601153,114004176,96718962,91373389,93223197,1
69,31,39,47,84,75,7,67,42,50,296081898,200613828,192735191,142612513,146910644,243019459,216266771,192807148,230706727,254948949,1
15,64,7,36,4,51,57,39,1,31,113152484,81481903,100829013,101208242,282359850,121404228,90547237,119939006,151625242,117891932,1
41,73,74,30,64,106,28,71,3,55,169025618,100317750,86738694,89117038,4281729,107855479,95430068,86953414,92949094,27178898,1
88,53,43,86,4,41,13,64,46,7,88153289,117956848,131706718,234237646,65674469,95825708,28070572,99796146,59463394,97975407,0
42,46,101,65,68,29,43,93,91,33,73154332,104489234,115965205,150419909,123444610,176184718,168120974,98018029,89208003,168043164,0
74,99,101,7,41,69,86,42,13,30,87360406,91443418,115102590,91162296,102099826,133829277,91007008,86792034,101450083,112377459,0
86,80,38,89,64,41,92,39,88,53,3916428,76482434,41231571,101495620,75721756,21289303,27005611,86799300,7185015,86738694,1
74,88,86,36,51,30,8,39,7,107,49274352,86169030,31447369,108680138,118601438,90373262,86047456,20603135,219225327,84354431,0
51,86,11,48,65,69,78,42,30,46,163587550,162324892,167012220,111533846,88470,140080282,278414726,135875103,154696149,243318279,1
7,67,75,34,51,22,96,16,93,20,177344343,102856398,175328198,120919756,75114107,102031014,101469249,101313911,108939324,97535051,0
112,111,73,38,106,32,54,98,28,68,137496334,163879323,110090274,196115648,119594755,89423756,163227125,135878232,84772440,113800818,0
20,50,65,46,67,33,111,22,80,106,100175472,99796146,119631156,95825708,109455705,40547474,87196890,86725175,30237211,108452107,0
76,87,55,41,71,27,62,114,65,52,202217968,293529846,102321631,199222238,380320771,117197143,142589406,166458146,253962772,137272985,0
93,20,75,47,42,51,72,50,112,39,191381679,109308703,116084062,101074810,243813399,102119080,207465645,171331269,176648467,219050915,0
83,5,102,56,95,57,11,30,99,88,85417034,89603649,84772440,21289303,100471531,86802844,89871557,91443418,192914280,111034589,1
17,88,110,72,87,12,46,25,26,100,163879323,116091886,218904885,53860798,177888921,113070925,113055496,135384059,89166519,125576983,1
80,17,54,66,3,9,102,38,32,79,76482434,41231571,101495620,41288955,3916428,74432222,88271237,86799300,16769223,31078647,1
22,37,52,93,60,17,38,89,64,72,87586992,94049589,109512357,26316691,94338967,237238721,86870856,182993582,11550182,175463659,0
17,7,42,75,57,19,112,74,67,86,113435203,173476224,132309493,121052479,93616251,111150817,91654584,94281932,180012313,426764440,0
84,87,28,54,46,2,96,76,50,14,82262664,30237211,34505203,72312627,105248644,43619695,97590558,42989814,26682464,23883296,0
3,76,9,20,7,99,15,88,68,16,134556694,106573901,106809101,132851371,92423451,177416702,106863163,134276083,98878010,107081378,1
39,88,26,1,33,61,87,91,15,13,152962063,71286125,54580962,100317750,86738694,86870856,91064780,90423751,177411785,175463659,1
43,95,101,89,69,37,53,92,93,16,172298224,192981126,131687728,204682862,203351055,57578110,410581437,101446572,116249155,326327879,1
74,63,27,51,83,11,54,55,16,9,51541746,98914820,89251386,86762037,87442297,108376607,113705693,111533846,131768153,89166519,1
107,27,108,36,70,78,58,13,87,95,121404228,117891932,90547237,119939006,151625242,77581590,153749948,147767183,117127191,56914487,1
74,101,27,47,51,29,10,75,46,16,134746511,103280334,148859166,106255438,178317485,156116191,110517269,131083256,185680057,136801774,1
84,99,46,91,93,94,64,20,47,30,105599955,3940262,93119769,102525542,88933594,87360406,102099826,91443418,115102590,91162296,1
46,96,63,90,107,98,14,57,47,86,28070572,309245429,103099205,86722079,86850560,109299298,222975509,348105741,343055485,214042809,1
110,18,43,37,23,2,81,64,100,35,120488119,154572225,136504818,122221915,137787518,166546894,200646447,157540373,104474051,54273357,1
65,78,91,99,101,75,27,7,41,106,94338967,86750262,106809101,26316691,89137399,8712306,31078647,21265941,24009418,72312627,0
80,9,40,21,58,7,13,10,90,66,27738470,88018,57835748,24191321,2553754,20321748,87360406,87177591,85805514,44463405,0
8,53,64,20,110,72,107,55,13,87,113272381,106204137,39256913,86992358,196228187,134683396,158847773,157557921,194027237,140353841,0
48,75,17,60,58,38,39,51,70,20,87285329,86727555,221666230,87382579,73562326,86811043,86793739,1296625,105178768,122445696,1
91,79,29,11,81,54,87,39,55,18,76600360,87918301,53178236,91646642,96196828,59837697,97358331,91980656,36547811,38257256,1
75,39,54,9,64,63,79,65,52,18,47454915,128602845,134081658,114125382,147241934,93841351,128718500,12225682,127915163,86859041,1
101,100,58,41,65,74,42,20,86,93,88521435,124566285,136186119,112960848,117281554,104963314,96429099,102020930,131380551,104109762,0
8,65,87,12,85,10,41,74,14,111,113825167,193884241,110620360,110759067,108717482,102182118,249855672,114329846,314574304,33272923,1
53,10,39,3,85,88,63,21,92,54,91931211,26316691,86840554,107644273,93712171,89249333,91644707,89871557,89330493,93616251,0
2,79,54,34,88,46,38,90,12,86,89782335,11550182,96196828,86716947,76600360,70388657,86723143,87278757,89625472,82262664,0
51,11,77,86,25,6,53,92,17,30,139937922,182325064,136477860,103940975,158719194,130416036,131237305,140153524,101375717,142750189,0
90,8,107,2,51,7,29,52,106,12,103735745,86725175,87382579,86700461,38628747,104275965,86715129,52191022,97658618,105178768,1
20,13,6,85,112,27,51,43,114,63,76224642,63457172,11760391,403816765,68446868,86753449,81725699,84366803,100240564,106873918,1
9,66,51,95,20,86,13,62,54,92,87360406,87177591,87276347,86726887,5448108,94155156,21265941,8712306,100317750,19672354,0
85,22,2,86,44,6,111,15,66,13,112134915,101208242,101460882,81481903,91191651,119939006,169141480,250733860,121404228,90547237,0
60,90,12,51,79,86,19,8,97,72,89654154,86772728,61061435,86802544,86995506,93670407,82630959,84772440,121052479,85417034,0
76,58,71,12,26,20,70,22,16,30,95439451,60943014,99539136,69256187,86740536,44232590,86840554,178771086,104489234,105939162,0
55,7,27,80,21,79,77,34,65,33,93614932,91646642,47240869,53178236,86840554,5714839,87177591,30237211,14429114,87276347,0
60,25,3,16,41,91,86,68,19,92,86953414,86738694,4281729,169025618,95430068,87197791,100058342,98167706,24009418,245373129,0
31,62,93,80,86,110,8,83,23,97,94296097,94738847,177416702,106863163,101695162,101259972,110837826,103940975,202217968,140680642,1
26,23,60,8,111,38,102,9,43,109,145335241,181716137,131330953,136804067,148053939,296063310,152859296,122255316,194516620,319095908,0
9,10,111,28,14,29,19,8,91,30,113372833,112250781,93552791,86785083,91064780,86698277,19757254,88719902,20321748,41470731,1
63,64,23,55,89,86,17,51,76,92,99125199,8086412,95145869,10235120,87039750,109778511,97353735,18947789,119321696,34752860,0
26,4,21,71,22,87,11,100,89,94,8591574,177648913,20441493,86715129,84671288,140758705,10366616,94155156,104275965,315657960,0
84,48,86,88,39,65,8,23,111,15,136624722,51684352,134903105,124566285,175538337,189349648,125982328,70842358,161651999,352036758,1
7,87,63,44,60,80,107,64,57,35,141162274,116054300,292955772,137530209,213268126,110209831,107166029,117906884,107896633,303227901,1
53,41,43,101,27,99,31,49,69,7,193070110,192570995,112681193,179571313,150361242,121746522,148096595,154138561,106665803,148447165,1
100,26,104,11,45,61,52,79,39,96,86820376,8363146,86750146,87197791,31078647,34050628,19195168,12391689,171650703,86576108,0
64,16,41,76,9,2,104,48,86,37,207829314,129958758,90892734,205813150,140153524,87012746,149486894,117281554,139876032,82327674,0
86,99,49,83,69,20,103,87,78,48,40907284,58134384,103527788,174054727,128550870,94923783,86785102,86761836,118073569,86724433,0
78,11,92,40,64,18,15,85,3,88,102020930,96429099,98131940,131380551,115234080,101003151,101292952,110718521,144130925,110550433,1
72,39,51,112,3,100,106,55,74,64,142525989,121727691,113803367,115295604,107807232,297800313,105660568,120451477,157552031,101797391,1
86,33,28,74,109,54,60,96,106,87,105571036,374680088,79175043,77005135,77346268,51312524,69060220,55969640,70237235,90180269,0
46,10,85,51,90,86,106,84,76,28,216067541,103275898,176996872,119594755,133705802,110228930,166458146,182331313,230617400,156662698,1
48,51,103,84,13,104,86,47,30,78,160987706,34118104,84671288,34752860,956503,16280166,89163371,87776861,87673729,96738880,0
50,27,9,77,53,86,103,2,23,106,108361157,107988266,113013269,86828181,101118653,86788783,56818980,132618877,136078128,1577559,0
40,67,85,97,64,46,34,52,18,21,91931211,26316691,86840554,92926005,93712171,70388657,87278757,89625472,107644273,89326318,0
20,109,110,41,74,60,28,87,54,13,140153524,123854991,98878010,142750189,90882159,163587550,125576983,116852311,186977347,137925613,1
86,83,16,42,46,74,51,7,68,1,41470731,21604967,86715129,109778511,115975133,91981924,109883841,109822425,91963568,132291754,1
60,50,51,109,74,21,25,100,8,28,114239371,89407113,91698091,108382060,106863163,230617400,160678812,207829314,114031486,129958758,1
11,98,20,92,68,73,39,89,53,66,110845867,86702074,49382246,35827447,44745131,23291528,67660048,46456284,79125071,20237577,1
7,12,4,53,75,78,31,69,80,9,91460772,123051238,87586992,86785083,111030315,92847434,11550182,113331514,132739889,5150808,0
29,46,79,33,75,27,58,97,15,78,101932097,92551671,86741304,96708830,96698174,85485252,102085684,106443009,91191397,101208242,1
98,5,7,9,89,11,51,77,31,55,88719902,40547474,6922000,19757254,43276219,86745912,73562326,315657960,86727555,87276347,1
110,18,111,41,22,30,53,45,36,47,198717948,88378129,153192553,91039913,333941932,235203319,190213214,100192884,287875820,105344651,0
57,76,20,87,85,55,84,81,15,28,110539311,171775246,91369376,94296097,92253768,24009418,87197791,100058342,94786276,98167706,1
107,39,18,30,78,62,4,12,16,64,133705802,216067541,103275898,120569619,119594755,103354522,136562659,124936122,144971992,186939694,1
65,62,17,87,98,8,11,64,104,91,253962772,180950681,242837510,198161112,143017771,101908305,262367336,136187546,141065684,222189151,0
74,41,26,56,68,39,87,65,107,73,80929738,139937922,101695162,139280377,114239371,137925613,116852311,125576983,163587550,186977347,1
51,48,64,74,88,65,46,23,91,99,89117038,101450083,87278757,116585378,169025618,86726887,86799300,40547474,6922000,43276219,1
86,10,9,49,111,15,65,79,84,48,88553213,88508515,87012746,89157606,139876032,135878232,134276083,113800818,89423756,84772440,0
30,78,10,88,62,25,13,58,20,41,80576254,91644707,102020930,91143798,89268488,89001276,61061435,34726076,89330493,66598119,1
17,51,90,41,86,103,71,54,3,98,86720373,44604788,53837952,88040152,102972029,91369385,51771533,86872515,93512286,73371645,0
56,20,84,7,15,71,8,11,86,66,186073367,107450729,143249469,124930020,101787836,38271450,30373213,102250219,101881420,86827378,1
46,65,86,68,54,101,74,84,93,96,49317728,12231202,50828662,59752811,38628747,41288955,21265941,61284613,101495620,97590558,1
26,8,36,84,74,28,19,27,61,54,194200315,416306591,158571074,199065410,370710652,313424731,327501132,297388146,387155200,141984982,1
88,12,49,52,112,110,96,63,83,17,101356886,105248644,34505203,87197791,82262664,86953414,169025618,95430068,151069590,178366364,1
5,103,48,38,92,18,52,13,86,9,6922000,88719902,43276219,157125318,40547474,91369376,89330493,91644707,89249333,93616251,1
33,53,27,89,55,50,77,85,30,13,90200219,90199779,35504297,98172857,90180366,20378728,1522705,86828792,11603325,90810663,1
57,20,100,8,5,97,62,86,2,70,169025618,101450083,89117038,116585378,87278757,70388657,117421467,109512357,89550641,87285329,1
78,48,97,62,5,39,55,45,64,88,87278757,89625472,70388657,89326318,85375207,69325073,20321748,86747757,103300771,38191013,1
50,13,27,44,84,20,29,68,22,93,94865353,134446960,130801103,101924581,86773236,34322358,129340473,87565571,97676580,88655279,0
53,97,21,79,72,65,80,86,1,16,96005384,43619695,23883296,86717735,29574284,121795602,85783343,26682464,65623472,91988610,1
51,16,90,47,69,53,45,60,86,83,136438512,125928567,117137740,130636945,125815382,135726105,77115066,159979850,157240996,167072778,0
33,88,48,106,27,15,17,60,92,16,10366616,236858633,108452107,221666230,86974263,87293485,86811043,1296625,86878488,95145869,1
101,17,85,65,15,11,88,87,8,20,25907144,97353735,86747351,39173624,86811043,94004717,117956848,84853828,85937380,86919603,0
69,38,86,80,106,111,110,43,18,66,160678812,129958758,207829314,88585077,114031486,137496334,119594755,110090274,112664592,196115648,1
37,28,11,98,38,50,96,109,86,72,100028335,159020918,81852496,53178236,123787524,93552791,86785083,112250781,123051238,90423751,0
96,8,88,35,90,1,46,65,86,68,166725348,132829614,173348160,168618742,85523541,166769877,137762133,88184034,99205377,110986119,0
88,100,57,98,96,28,47,8,91,26,152308555,82676859,303135481,153304475,162354710,114586463,331444459,254192704,100367689,206650271,0
3,92,23,63,80,51,89,76,72,86,58134384,91893891,74040691,29126401,93447516,73562326,86828698,86768178,32940748,54903529,0
31,26,73,69,22,85,21,67,9,40,103072159,125299505,115594178,116910773,129405097,147311341,105036732,109335297,105332421,155733130,1
48,11,96,87,62,65,54,25,75,60,84646430,235589923,136433960,47123324,45624612,89001276,121445473,34726076,86802544,66598119,0
76,21,86,66,54,53,5,47,102,95,70388657,86723143,82262664,87278757,89625472,86802844,86836744,86750262,11550182,89269794,1
67,43,29,9,26,96,57,84,44,23,113882574,108141435,117699683,117926051,110944630,183677672,123805878,2906075,86852594,124546273,0
65,57,84,9,54,79,2,74,10,23,142732242,178015600,166849681,204795033,347611196,181519947,110228210,197275238,350638560,359475482,0
19,49,40,51,91,92,9,3,93,76,40712061,123278602,91852305,90404972,86915429,64631786,86761081,112464030,91931566,89650149,0
14,87,63,35,28,104,18,22,50,3,152284772,95865919,89945143,86568392,93845249,40209325,101495620,12231202,18180970,3916428,0
112,23,63,109,7,74,84,36,9,119,124168390,882896652,115165739,156745021,128660724,412758827,100652044,67428263,116776337,94036444,1
42,78,47,63,27,31,29,106,101,9,128951483,74202578,83087556,77237130,23645663,86818242,61098207,32386994,74762157,56635994,0
8,46,84,20,53,10,95,101,29,83,87201671,87219396,87565571,182993582,91450612,96415341,129493387,114716113,91701543,75526665,1
60,68,46,43,65,108,54,76,62,87,101779337,283774700,59463394,242697694,118207269,298882097,164685175,153836240,349310876,94923783,1
103,11,8,97,9,41,74,87,84,10,282247706,157498793,172014849,205794867,322813257,124653023,124874927,175822558,207296961,171394629,0
26,65,39,99,20,110,95,17,38,101,111034589,75390186,101406003,61061435,34726076,100471531,91191397,101208242,91191651,101460882,0
66,11,5,55,28,1,65,97,92,86,25907144,43619695,20237599,23883296,97590558,69325073,91918857,86747757,88792641,89742217,1
70,49,69,2,87,107,65,54,68,98,134683396,194027237,117990312,163555221,157557921,163587550,137925613,186977347,116852311,125576983,0
49,50,103,20,78,13,87,16,8,45,62533910,57516313,26356855,121769650,92367063,94054712,151069590,39749294,104744109,8712306,1
21,7,85,28,14,58,98,74,20,41,255329908,257317165,255035693,232255943,188371544,119569227,110236708,119660260,239923057,109211683,0
28,39,54,7,37,5,95,74,16,88,143294966,244380568,358102129,132572732,128701865,101460882,125915245,100829013,101240880,101208242,1
102,49,86,10,65,16,9,88,73,79,101843973,121926807,137762133,111886687,172159434,149970561,167820196,164141087,53860798,158719194,0
78,9,6,65,79,33,101,47,69,42,49317728,50828662,38628747,12231202,44111721,18180970,71286125,92968238,6103402,43720230,1
79,2,50,53,47,55,31,77,83,88,102085684,81481903,100471531,101240880,101208242,106443009,45614257,91191397,101460882,91191651,1
74,110,30,41,6,103,29,8,20,43,106204137,196228187,86992358,39256913,113272381,91654584,323792491,180012313,155494381,154715080,0
21,103,8,5,55,89,73,51,111,58,87360406,121833213,91443418,149008268,115102590,126417273,113457795,121917409,119576842,101598503,0
76,50,2,14,6,41,55,48,86,84,81852496,75750590,86870856,63703276,90423751,43401453,90180366,86751819,98172857,35504297,0
101,27,69,34,93,18,45,74,64,42,94819133,93887258,31670380,30768370,97565075,127466428,116395332,132253432,115698340,69962677,1
88,83,27,10,34,31,97,16,9,55,126138018,94061373,93471169,23796728,93652687,27005611,96169991,19195168,39226957,87196208,1
76,86,1,114,63,102,27,17,83,10,164532005,201741490,152545459,127077041,121833213,198631761,133832206,196931374,214150763,204019241,1
29,15,42,35,101,2,45,7,68,9,31818853,10366616,86750028,102823997,5448108,183252253,86745560,97851952,99703787,114912403,1
86,85,44,56,63,25,2,3,107,12,99672424,100507647,163009603,206943950,407321629,385750274,118207269,100758751,157989498,91364275,0
19,91,86,13,8,77,26,29,68,46,81852496,63703276,89782335,87432909,104070670,88508515,89217927,123854991,100883708,89157606,1
98,94,62,79,6,99,5,64,21,70,103099992,343457294,243554620,342061453,118015670,293056401,292914856,257429999,154842001,346438284,1
71,112,109,19,40,95,74,3,78,97,3940262,98172857,238239590,88933594,84429681,94004717,86700461,87382579,117956848,84853828,1
97,22,101,12,83,86,106,71,93,110,91701543,70388657,176184718,89625472,117421467,114118637,19757254,34322358,135270298,89782335,1
17,74,41,68,103,8,62,79,29,34,112130672,203792978,132506791,107844886,168550092,125774357,120463864,107831948,211887566,221646794,1
26,94,38,74,110,69,28,87,54,13,11550182,53178236,123787524,86840554,123444610,234699894,170062542,111030315,100483784,258294351,0
47,13,102,81,68,76,20,83,98,72,47896670,43847640,43043283,35390104,39368109,109341890,63074798,82170457,73556710,103806942,1
6,86,39,30,104,36,12,64,16,53,86793739,54580962,152962063,103867263,86738694,94054712,26316691,151069590,401792574,25175582,1
29,30,43,84,54,34,62,9,70,79,142135672,141650518,336752217,138851624,142513382,316051118,100355350,340990425,91365101,126489632,0
55,22,71,87,72,83,21,91,19,32,38057824,85805514,108548063,100624065,115975133,86828698,236858633,46103962,86768178,87276347,0
108,77,89,64,25,60,16,101,93,34,242697694,194521913,101779337,100507647,59463394,118207269,85312703,124438626,131706718,116514161,0
37,16,43,101,99,96,15,30,72,84,86802063,89654154,51541746,76904792,101312582,104109762,104963314,131380551,96429099,98131940,1
76,23,50,75,44,2,31,25,110,41,139822354,119576842,156662698,89598554,148215639,137925613,136421659,114787051,163587550,142139318,1
11,74,88,83,25,37,87,65,71,95,86738694,21289303,30237211,38515149,6922000,81852496,63703276,89782335,87432909,104070670,1
49,55,92,66,67,88,48,13,34,79,70388657,86723143,82262664,87278757,89625472,4281729,21289303,86799300,86738694,31078647,1
41,26,13,101,29,36,49,68,84,65,80576254,122185821,89268488,89251386,86762037,89001276,87012746,86802544,34726076,66598119,1
22,112,93,58,30,1,20,85,39,53,94054712,19195168,193551893,86576108,39749294,86751819,35504297,90159486,96169991,86698277,0
92,6,29,15,100,63,68,98,97,83,87678698,97676580,102712376,88655279,34322358,69325073,89742217,91918857,86747757,88792641,1
109,85,96,86,98,79,97,23,1,78,365351539,380426714,199534585,449601315,238595735,345803031,112531417,94762375,100895600,121833213,1
44,50,86,96,15,84,78,94,121,42,137272985,253962772,89423756,135384059,205813150,101460882,104758571,100829013,101240880,101208242,1
48,55,86,107,49,51,20,11,65,68,356501153,101968048,136624722,138154666,117587043,135384059,135878232,108376607,118134220,111114687,0
30,33,46,47,29,106,8,7,104,101,106661256,142921909,115538533,122689734,87787055,59463394,194521913,99672424,109455705,100175472,0
11,3,7,18,100,28,68,25,50,42,105248644,94155156,38628747,19672354,25907144,87382579,6922000,86700461,87278757,43276219,0
9,79,55,8,107,13,28,10,37,84,113457795,94296097,101525357,126417273,119576842,119939006,90547237,250733860,121404228,169141480,1
98,60,73,28,31,25,93,68,100,55,95825708,100175472,91364275,109455705,99796146,59463394,194521913,100507647,99672424,179465757,0
16,68,38,17,89,92,53,49,26,63,100704400,86919603,117956848,84853828,85937380,1296625,101280509,95145869,84369323,50674154,1
65,46,68,67,27,87,82,22,11,51,186666309,137676707,179944627,140117300,126587620,212295445,96785391,132488921,137387469,162586670,1
40,86,85,17,33,68,81,88,13,39,194818271,86761836,100175472,59463394,118073569,37658157,94004717,84853828,117956848,85937380,1
65,100,1,11,64,107,39,51,12,111,111189717,119576842,148215639,90882159,114239371,135384059,108376607,118134220,135878232,111114687,1
50,88,74,59,86,5,49,41,13,103,87278757,169025618,116585378,101450083,89117038,114239371,90882159,148215639,111189717,119576842,0
90,12,33,72,86,80,88,81,21,13,37105332,21289303,31078647,86799300,82262664,40547474,38515149,87276347,86861882,5448108,1
50,65,100,6,11,85,71,73,53,90,101460882,91191651,100471531,91191397,101208242,104888934,117201231,111473138,90547237,105067444,1
16,49,68,69,10,9,74,83,86,51,86761836,118073569,86785102,104661486,86724433,44347593,104274175,103578378,100809398,105607485,1
63,40,47,73,92,48,88,66,13,27,118212190,41016928,85937380,86919603,100704400,67601693,86738694,41470731,30237211,38515149,0
76,55,93,32,26,7,87,6,25,28,167985480,273082192,185934566,348227483,280413644,168428266,288494810,212642077,158571074,157414159,1
33,14,101,48,51,79,47,82,86,96,76659949,86811043,150124573,6372659,86747351,109678048,87219921,41647433,95024225,35972932,1
102,99,86,17,63,73,26,97,31,20,193665383,195622253,105660568,169447297,118097484,100735667,158952550,132473497,99105181,191036915,0
84,54,2,86,76,20,98,49,63,92,41288955,56939869,92968238,117015167,245373129,3916428,40209325,12231202,101495620,18180970,0
9,3,63,43,31,98,69,20,83,74,87219396,34322358,86793739,91450612,39653422,24009418,36864918,19195168,14455969,26771994,1
52,89,58,33,10,87,86,1,27,55,89269794,87201671,89137399,86723143,86750262,37105332,19757254,31078647,82262664,20321748,1
72,16,39,55,64,76,44,66,53,86,1185644,106497354,86726887,30237211,86715129,86724433,118073569,94923783,86785102,86761836,1
12,17,89,90,55,102,15,62,98,5,75187864,118032120,94524997,18065023,39173624,93470962,86766990,34120386,93389053,41125004,1
53,20,91,19,56,74,110,71,93,87,98790510,121395876,109715071,152960698,188884494,201736253,135455031,316958325,207864140,337918369,1
69,86,103,9,109,121,31,54,28,19,156328257,152859296,237325411,301750126,389033587,227642167,151288514,128967743,101237419,322739402,1
21,58,10,5,33,32,27,53,79,80,86738694,59629938,86732705,86716661,91847481,88502795,53151216,44197908,71983243,25175582,1
61,112,30,39,11,54,25,100,29,13,103126502,110228930,99460568,131043881,92590479,129748056,136624722,134903105,186605177,194710965,1
31,63,2,40,65,74,28,102,53,50,31078647,87285329,87382579,86799300,86726887,134556694,96196828,89137399,53178236,94049589,0
85,43,30,54,2,110,87,8,58,39,130027499,205430763,193862584,139461444,110539311,212075621,103330646,104130823,138691886,130547043,1
104,78,22,3,89,18,9,69,101,38,88719902,86799300,40547474,6922000,43276219,91064780,89269794,112250781,134556694,86750262,1
78,29,91,79,10,9,33,101,74,41,26132830,16769223,99845008,88271237,40013910,90199779,90200219,86765661,86793739,90180366,0
5,8,25,51,100,74,20,63,114,96,250604896,318518246,376376587,130049546,141010367,114787051,103755869,129748056,162077924,107336061,0
54,75,55,73,107,17,92,8,65,26,114787051,103755869,107336061,129748056,162077924,80929738,102020930,221743617,220202887,137273293,1
38,53,20,48,6,29,44,57,76,71,82154480,121872620,126407328,303255078,160221422,281344630,119472322,205230976,84285865,177729550,1
20,71,74,68,42,85,100,25,50,106,123051238,86723143,86725175,52341014,89625472,6922000,87382579,86700461,87278757,43276219,1
7,49,111,53,6,28,12,50,107,35,131043881,139822354,89598554,138885864,186627166,89246836,114031486,117990312,158847773,168028715,1
86,29,11,4,71,46,62,30,17,7,94155156,38057824,20441493,177648913,86828698,86768178,187460462,86747351,86741419,80302009,1
92,72,51,73,86,5,63,98,49,40,102096245,96309508,86772934,95566398,96307331,113947518,127916794,110339113,99248871,122599585,1
25,93,7,11,51,8,99,20,31,38,53189602,86607929,86787294,89612143,61365910,141568610,34505203,104055297,121668454,96169991,0
68,41,72,15,84,20,47,30,65,93,36547811,53178236,96196828,87586992,76600360,26771994,36864918,24009418,8712306,72312627,1
40,60,53,21,63,51,66,26,103,56,94155156,21265941,8712306,94155156,100317750,86745912,40547474,6922000,19757254,43276219,1
68,11,3,39,28,102,72,87,47,42,91654584,105610776,296969095,180012313,114980990,173476224,110759067,117262984,187619311,132309493,0
