hero_1,hero_2,hero_3,hero_4,hero_5,hero_6,hero_7,hero_8,hero_9,hero_10,account_1,account_2,account_3,account_4,account_5,account_6,account_7,account_8,account_9,account_10,is_win
50,28,74,80,51,110,21,106,54,69,85805514,145550466,154715080,315657960,30237211,49317728,86811043,141690233,84429681,50828662,1
63,88,39,91,54,3,89,85,56,97,89326318,101179077,70388657,87278757,89625472,89269794,87201671,89137399,86723143,86750262,1
96,5,68,22,9,85,74,45,29,58,84080964,86846354,82469842,162432679,91490142,91428384,86828792,106980409,2113039,87197791,0
37,2,23,80,22,96,84,79,76,109,49317728,84429681,50828662,99643683,141690233,76173488,11929046,86974263,115141430,170532209,1
13,69,106,27,51,56,53,86,16,74,76904792,89654154,91369376,82630959,75390186,121052479,93616251,89330493,89249333,91644707,0
26,91,49,8,16,87,84,65,15,54,169141480,121404228,119939006,250733860,90547237,89603649,85417034,84772440,100471531,21289303,0
108,68,49,72,103,77,89,8,13,87,179773256,145335241,151625242,199133117,151835528,101908305,110228930,136477860,92590479,116852311,0
26,40,1,38,74,29,52,10,61,5,108354417,89371588,98837977,98887913,98878010,88553213,90045009,90137663,88585077,82327674,1
36,64,51,76,9,20,68,41,106,60,176474890,151288514,100702264,146603679,108446867,229387686,203815535,176320695,330731075,240725371,1
47,66,30,7,8,101,110,97,62,95,12231202,18180970,71286125,40209325,100317750,87382579,88719902,118193010,19672354,43276219,0
12,72,41,103,87,26,20,29,106,74,180012313,154715080,323792491,155494381,91654584,101598503,119576842,121917409,126417273,113457795,0
71,109,84,97,17,79,54,7,34,63,355156901,249651648,99672424,84663645,28070572,194057091,103589269,101329488,111259914,96536282,1
101,20,17,96,77,74,18,103,92,47,93516225,13304846,42274654,87040627,66290117,86720843,86743797,58647075,71625048,40518174,0
6,26,75,39,29,38,43,65,20,93,196461159,174810419,168954247,100567513,149865929,174441813,105059187,44475925,171170729,76520641,0
98,10,103,101,41,74,79,65,48,58,102126005,114385432,86894490,89251372,114919071,137530209,116054300,107896633,292955772,107166029,1
84,101,75,2,67,45,35,76,8,50,155097874,182909779,156931412,165580623,205763742,173329445,198131319,135748483,170481274,165761200,1
22,54,28,40,37,6,15,16,86,57,235589923,133448401,136433960,60715247,47123324,118245703,116391559,383949208,171320790,84016585,1
28,8,55,86,76,30,16,48,108,11,87382579,86725175,38628747,103735745,86700461,82327674,139876032,117281554,87012746,149486894,0
88,92,29,13,72,89,98,97,23,25,85046763,115614625,81215508,63016949,93700962,26601153,114004176,96718962,91373389,93223197,1
97,20,47,95,68,94,38,22,57,87,14315858,9468816,2109481,35508714,179464592,61174261,181831893,65400839,96278501,130506855,0
20,47,84,17,15,30,101,55,106,78,132283894,166889912,171854926,56103306,152598996,124098618,50512293,120070317,123278602,97565075,0
15,98,16,101,53,78,66,96,80,64,91981924,109883841,91963568,116030980,111306981,118073569,94923783,86785102,86724433,86761836,0
69,31,39,47,84,75,7,67,42,50,296081898,200613828,192735191,142612513,146910644,243019459,216266771,192807148,230706727,254948949,1
93,17,29,57,101,48,84,52,78,39,96196828,87586992,53178236,76600360,36547811,87285329,30237211,3916428,19757254,86738694,1
6,30,10,98,26,2,86,8,46,18,117281554,82327674,149486894,87012746,139876032,240116158,136700299,102856993,89774212,134517038,1
27,72,104,91,25,86,49,10,38,50,197849259,199222238,139031324,168829831,137895298,111114687,468599935,376376587,118134220,158847773,0
74,56,7,28,50,30,94,73,96,86,216431685,123770108,118038380,133294974,113196124,156566585,163833351,154650408,182476899,61737752,1
76,60,69,26,67,74,8,40,28,20,142718557,92855627,130291678,110936818,216067541,142754251,51684352,134903105,134679634,231073665,0
68,40,88,45,4,22,90,104,80,64,151069590,25175582,401792574,94054712,26316691,121769650,26356855,92367063,62533910,57516313,0
69,56,57,101,15,106,30,34,41,25,86743001,176646735,86765828,58566232,107441109,107227595,48510685,113804749,125801956,97427074,0
91,78,53,101,72,17,26,29,95,66,117421467,123787524,86870856,75750590,169181898,87285329,61284613,3916428,101495620,41288955,1
89,86,51,90,9,27,5,7,54,53,91443418,91654584,111150817,92704330,112531417,71090696,73760724,84399197,110352974,27459801,1
15,64,7,36,4,51,57,39,1,31,113152484,81481903,100829013,101208242,282359850,121404228,90547237,119939006,151625242,117891932,1
13,53,63,85,5,26,23,86,51,54,86740201,88933594,100710185,105599955,126995148,6922000,19757254,40547474,88719902,43276219,0
86,91,78,72,98,1,20,29,11,66,102085684,100471531,101208242,91191397,91191651,173880329,158719194,134276083,129585121,106255438,0
20,38,74,64,6,77,92,13,101,29,8591574,83625397,74040691,58134384,84105632,74703462,91016379,87040320,61829749,92108642,1
41,73,74,30,64,106,28,71,3,55,169025618,100317750,86738694,89117038,4281729,107855479,95430068,86953414,92949094,27178898,1
88,53,43,86,4,41,13,64,46,7,88153289,117956848,131706718,234237646,65674469,95825708,28070572,99796146,59463394,97975407,0
42,46,101,65,68,29,43,93,91,33,73154332,104489234,115965205,150419909,123444610,176184718,168120974,98018029,89208003,168043164,0
16,107,87,15,17,100,34,53,72,30,97975407,157989498,99796146,28070572,185202677,100758751,128214794,407321629,91364275,186837494,1
64,66,49,55,48,83,5,72,46,63,87565571,96191708,154507788,52341014,59837697,91862709,114166172,22190913,130701346,103156461,1
80,98,37,20,87,76,86,29,6,91,100471531,84772440,89603649,21289303,85417034,184950344,115102590,187619311,132309493,155494381,1
64,8,23,80,79,53,51,3,10,58,38515149,10366616,87276347,40547474,86726887,86785102,86761836,118073569,86724433,94923783,0
74,99,101,7,41,69,86,42,13,30,87360406,91443418,115102590,91162296,102099826,133829277,91007008,86792034,101450083,112377459,0
13,41,110,54,26,20,91,55,19,28,134995102,91369376,87442297,75390186,86741690,238386678,204019241,207983361,156155400,248024024,0
58,47,72,28,20,111,13,70,92,69,158847773,194027237,134683396,157557921,163555221,110936818,142718557,216067541,92855627,130291678,1
86,80,38,89,64,41,92,39,88,53,3916428,76482434,41231571,101495620,75721756,21289303,27005611,86799300,7185015,86738694,1
17,90,54,25,80,92,70,38,51,91,74432222,85783343,26682464,91988610,65623472,4281729,21289303,86799300,86738694,31078647,1
27,45,70,69,31,81,30,53,60,47,133705802,216067541,103275898,119594755,99460568,162324892,200520919,152915953,163587550,111533846,1
109,85,53,65,20,8,50,7,102,49,86724433,86761836,118073569,194818271,94923783,314572510,99796146,100175472,149838033,95825708,1
69,28,60,102,31,64,49,103,43,99,121829946,123052821,118576325,131149945,110568140,110526535,123210730,115329161,100461680,117873112,0
44,7,26,97,42,54,29,31,87,76,176800551,173947652,145713028,117239368,179538772,176185700,113716581,108341587,106108178,104949056,0
22,69,63,29,52,93,20,98,104,57,117987531,131315320,86797314,91516368,91449859,108680138,68106489,175549838,55974918,104279991,1
74,88,86,36,51,30,8,39,7,107,49274352,86169030,31447369,108680138,118601438,90373262,86047456,20603135,219225327,84354431,0
47,78,86,42,31,36,43,96,7,68,136477860,111189717,114239371,139280377,131043881,89246836,88585077,138885864,90031225,88553213,0
93,107,85,65,45,8,16,31,59,110,292921272,157989498,177953305,125845797,123953528,86822085,194521913,37658157,131706718,88153289,0
5,104,74,83,77,25,37,7,95,28,51836201,91932652,237238721,112464030,96189126,115141430,110427852,150419909,86817707,348703642,0
104,62,8,18,90,28,10,98,50,107,92590479,131237305,106863163,177416702,107081378,98878010,148215639,90882159,98887913,136186119,0
64,17,91,13,41,46,23,79,96,69,134121021,118419316,105939162,150419909,85956459,81852496,182993582,93473848,53178236,412753955,0
90,108,72,113,38,76,111,109,33,16,86726887,87276347,108452107,86725175,47434686,116585378,173476224,121769650,73562326,87278757,0
46,90,78,50,93,51,63,84,39,20,116514161,85008179,87063175,105045291,86822085,194818271,158210686,225505439,28070572,100175472,1
51,86,11,48,65,69,78,42,30,46,163587550,162324892,167012220,111533846,88470,140080282,278414726,135875103,154696149,243318279,1
16,93,95,65,68,54,39,53,75,20,87382579,87285329,86799300,86726887,31078647,26316691,87586992,107644273,93712171,36547811,1
17,65,79,89,60,110,41,88,111,9,90547237,250733860,169141480,119939006,121404228,108383863,151625242,179773256,148053939,151835528,0
8,7,45,36,114,32,61,88,65,20,108382060,182331313,114239371,139937922,137272985,105248644,72312627,101356886,34505203,82262664,0
79,77,63,16,55,30,76,72,2,65,113800818,108382060,90882159,101695162,91698091,82327674,88585077,89246836,88553213,90045009,0
7,67,75,34,51,22,96,16,93,20,177344343,102856398,175328198,120919756,75114107,102031014,101469249,101313911,108939324,97535051,0
95,51,37,11,2,87,15,76,50,108,95825708,119631156,94923783,59463394,204872035,105045291,86822085,116514161,85008179,87063175,1
91,44,2,28,57,46,89,55,107,87,89972122,101897410,81773653,102811031,85395195,113272381,106204137,39256913,196228187,259131569,1
112,111,73,38,106,32,54,98,28,68,137496334,163879323,110090274,196115648,119594755,89423756,163227125,135878232,84772440,113800818,0
21,112,1,31,100,85,8,39,50,22,250114507,91064780,132851371,89137399,86785083,87432909,47976221,113331514,116287390,86750262,1
51,106,30,86,8,26,77,65,20,74,99460568,113055496,89166519,139876032,113705693,117421467,123787524,86870856,75750590,169181898,1
50,53,77,3,17,86,63,49,40,97,95617721,5036069,103921537,122108212,138014701,101094541,114966086,114976349,100241680,99657694,0
93,34,103,65,90,20,23,98,4,74,101634154,125188274,115613584,117791363,92393372,341898268,160983978,334973516,72054117,306887889,1
81,37,102,51,106,96,71,17,75,18,201474668,373842681,102498572,172844621,125265041,100428273,102924091,124391602,89891816,101976632,0
107,87,9,41,56,91,38,50,8,19,182331313,110228930,230617400,135384059,166458146,101695162,139937922,114239371,139280377,108484186,1
86,98,64,49,63,42,34,9,29,30,121029852,101805118,164514237,87293485,103964220,108548063,92513570,43810089,12065389,2860105,1
82,47,64,29,102,3,96,9,15,93,66702910,96381582,85859716,186423321,86767965,87373024,100800283,96133582,146407973,92311277,0
86,98,52,8,73,21,3,40,62,72,132239985,103203845,149531087,100974894,117281554,114239371,89371588,98887913,98878010,123854991,0
39,44,100,84,97,41,96,19,31,15,134808396,86873322,235111454,194915617,835510395,365734855,234893345,197401637,164421967,850946508,0
20,50,65,46,67,33,111,22,80,106,100175472,99796146,119631156,95825708,109455705,40547474,87196890,86725175,30237211,108452107,0
60,36,40,50,28,112,99,2,47,31,124813229,87352234,116776337,87307430,125845797,115295604,121727691,142525989,113803367,107807232,1
10,64,84,31,57,20,53,43,8,16,101325470,81481903,91753698,73188586,101240880,104489976,104464707,104500774,104504914,111503721,0
53,9,22,79,70,74,81,110,29,20,87565571,34322358,97676580,93552791,88655279,102543820,133583107,61096552,72502038,68074027,1
50,69,92,65,54,88,91,53,81,27,108223843,86794404,115297381,104888934,90547237,91191651,45614257,106443009,91191397,101460882,1
59,31,107,104,36,7,13,1,112,47,137193239,113800818,89423756,134276083,107803494,107081378,101695162,177416702,98878010,106863163,0
87,15,7,21,39,11,64,3,72,55,150544489,125432874,200178559,112888993,175527468,151835528,129244083,120560387,151625242,179773256,0
79,15,57,14,48,84,6,94,65,91,87196890,43276219,86726887,47434686,40547474,82327674,117281554,149486894,87012746,139876032,0
76,87,55,41,71,27,62,114,65,52,202217968,293529846,102321631,199222238,380320771,117197143,142589406,166458146,253962772,137272985,0
50,12,34,100,55,15,80,85,104,84,94155156,19672354,105248644,25907144,38628747,86799300,72312627,82262664,34505203,26771994,0
20,69,34,9,86,49,77,30,87,29,108107881,114762040,86785404,178346635,129615685,84853828,85937380,86919603,100704400,41016928,0
30,4,44,2,74,86,47,83,11,110,197245263,150953917,149898332,172055449,149537848,206817030,129847567,197889094,163785735,222869999,0
83,39,96,11,3,98,35,68,7,95,31456357,86793739,92104713,49382246,52781082,84080964,91490142,82469842,86846354,162432679,1
13,6,55,66,30,85,9,48,111,16,96196828,26316691,91701543,76600360,87197791,109512357,83867257,86793739,85375207,31456357,1
95,99,62,64,71,5,7,13,63,55,86743641,84105632,32922146,83625397,104275965,146034188,58090631,20441493,86935545,23089928,1
12,19,68,3,100,29,39,70,92,60,88508515,89157606,100883708,89217927,117199412,119594755,175538337,87012746,117990312,158847773,0
30,33,56,76,107,77,91,96,21,22,88704173,93429965,88174007,55012505,40141478,115295708,57573803,52069403,84940352,9807809,0
7,68,76,104,109,51,88,87,11,70,103940975,103039499,173880329,156662698,186627166,138885864,89598554,117990312,375600147,129585121,0
18,25,55,17,107,43,111,54,69,38,114031486,160678812,129958758,88585077,207829314,135878232,113800818,84772440,89423756,134276083,0
75,92,43,36,85,25,101,12,97,74,85377874,82183496,212777051,114631143,27053111,79854951,145833376,199585234,124492114,95157909,1
50,41,85,23,103,74,31,1,100,78,296226696,133558180,127565532,41637292,197547532,230328929,57578110,241519559,145065875,52309044,0
93,20,75,47,42,51,72,50,112,39,191381679,109308703,116084062,101074810,243813399,102119080,207465645,171331269,176648467,219050915,0
86,39,8,71,7,50,65,4,16,99,99796146,242697694,194521913,155332459,97658618,86772934,211884113,87360406,256269737,177085220,0
103,6,111,41,94,32,112,54,28,34,82262664,72312627,26771994,34505203,86799300,90423751,75750590,63703276,86870856,113372833,1
89,16,64,46,9,87,101,23,51,10,89423756,134276083,113800818,107803494,137193239,106809101,82305765,70388657,89550641,114619230,0
95,22,47,20,51,66,27,57,99,35,87285329,88271237,101495620,41288955,25175582,19672354,87382579,88719902,86799300,43276219,0
37,10,49,85,65,54,86,33,88,98,103735745,86725175,86700461,87382579,38628747,95430068,86953414,92949094,27178898,107855479,0
26,18,23,98,74,103,41,93,101,46,156410399,91918408,110564478,116571976,281585108,243945655,242697694,194521913,229210222,122633513,0
83,86,69,17,54,78,11,51,61,50,113800818,89423756,134276083,107803494,137193239,118134220,108376607,135384059,135878232,111114687,0
74,106,62,29,50,5,41,12,53,107,86726887,67601693,47434686,31818853,86747351,18180970,49317728,12231202,172424257,50828662,0
73,107,104,87,54,5,55,99,93,88,136477860,135726105,117199412,173243564,160678812,174833121,138470488,315826524,136178375,108221389,1
79,47,53,83,96,58,98,15,64,74,114781545,108831569,122867857,103045129,102693044,91671525,114980990,101325470,116864301,111161098,1
33,109,106,5,7,11,97,54,86,64,8712306,100317750,152962063,54580962,21265941,175463659,86870856,177411785,90423751,91064780,1
90,96,48,80,79,86,28,109,55,54,121629136,351426988,184401181,122575358,184097116,101240880,102085684,100829013,101460882,101208242,0
25,18,38,9,79,99,52,7,102,49,96415341,90423751,61845310,88655279,129340473,132016863,27052255,91389607,101924581,94865353,1
26,17,7,28,39,88,11,101,47,50,193660715,82659961,93310997,176836752,99539136,86720843,191351651,83600319,115461162,150766670,1
114,107,94,13,85,28,50,17,29,72,84772440,100471531,89871557,113457795,91443418,89423756,113800818,107803494,134276083,137193239,0
54,51,99,27,33,106,9,5,83,17,132259602,118301439,133360257,122433957,121768883,52341014,87565571,88655279,64631786,59837697,0
38,7,35,95,66,39,99,50,11,26,3940262,112377459,93119769,87012746,89603649,80576254,189502087,96708830,86741304,89330493,1
58,79,72,9,13,82,50,76,81,68,159020918,117421467,91701543,91460772,150419909,112895254,79417687,86770513,92146131,81773908,1
93,26,78,53,103,20,6,87,47,13,97676580,182993582,88655279,87565571,34322358,61284613,101495620,41288955,25175582,24191321,1
50,60,72,28,46,26,15,85,21,100,256269737,86772934,184950344,115102590,192914280,89871557,21289303,93616251,102099826,89249333,1
83,5,102,56,95,57,11,30,99,88,85417034,89603649,84772440,21289303,100471531,86802844,89871557,91443418,192914280,111034589,1
69,42,52,47,86,101,106,96,79,39,189502087,96708830,86741304,92551671,94121743,86772934,101787866,108701844,85485252,122991377,1
