hero_1,hero_2,hero_3,hero_4,hero_5,hero_6,hero_7,hero_8,hero_9,hero_10,is_win
30,85,22,37,1,9,110,79,53,39,0
62,74,2,91,54,41,6,3,107,39,1
73,100,53,110,63,37,19,13,67,119,1
31,109,23,49,98,76,84,54,79,28,1
20,2,84,94,18,79,109,58,65,13,0
39,29,20,68,93,106,2,92,41,86,1
93,110,30,7,74,20,67,80,65,101,0
46,66,78,20,109,60,114,58,64,106,1
8,25,69,30,65,92,6,53,74,20,1
87,83,63,47,74,86,46,31,29,42,0
56,121,38,44,103,76,65,8,27,31,1
17,38,4,37,101,12,30,9,89,106,0
85,74,20,109,50,84,106,64,93,29,1
11,75,96,40,19,9,7,84,17,36,1
20,8,54,53,25,26,61,109,2,78,1
80,110,87,69,49,56,13,68,26,28,1
13,19,16,10,85,1,18,23,121,31,0
96,26,91,46,99,29,86,58,17,70,1
39,112,65,12,100,107,11,58,6,28,1
17,74,68,86,96,29,44,84,87,72,0
13,49,86,68,10,16,30,76,9,57,1
61,16,39,8,3,109,74,50,55,100,1
48,20,110,2,49,55,107,93,26,74,0
54,95,88,53,21,92,11,64,63,98,1
29,46,41,79,101,15,54,27,7,106,1
87,8,98,32,76,16,15,107,58,35,0
77,69,87,12,78,104,8,16,5,43,1
74,61,84,16,54,51,20,17,77,87,0
96,19,17,79,32,28,55,91,101,42,0
39,87,51,8,58,23,68,13,72,76,1
53,81,27,25,10,40,29,86,80,85,0
104,43,45,29,101,53,16,79,41,84,0
79,77,2,25,11,12,17,38,101,20,1
10,74,62,79,16,27,61,1,40,53,1
19,77,86,56,66,107,34,59,63,64,1
1,23,84,111,28,93,87,55,71,73,1
9,88,76,44,64,84,6,86,41,46,0
58,10,74,27,65,31,66,46,21,80,0
90,91,39,69,89,46,79,9,58,80,0
26,50,104,99,96,30,2,85,39,72,0
57,68,19,94,16,100,27,13,10,11,1
55,63,33,77,50,56,2,106,83,30,1
114,18,31,9,51,8,14,39,27,7,1
112,12,119,19,92,14,20,22,42,52,1
8,60,86,74,55,11,100,66,27,20,0
45,2,25,84,41,31,100,63,65,1,0
56,95,114,49,45,107,81,19,59,75,0
23,65,19,90,73,104,71,57,1,37,1
53,54,65,88,92,43,86,56,51,73,1
60,65,8,30,39,11,51,20,29,40,0
38,21,30,67,88,55,103,18,26,9,1
38,13,112,87,12,22,26,41,58,6,0
76,93,16,58,111,6,9,87,88,84,0
37,46,92,89,38,87,94,23,29,101,1
87,74,99,38,83,68,39,86,47,28,0
50,16,70,86,49,28,17,54,75,107,0
69,21,30,71,8,28,47,19,91,50,0
83,72,79,13,65,92,17,78,86,80,1
45,52,7,39,64,29,77,50,68,53,1
104,106,103,33,78,31,41,96,101,10,0
73,30,91,63,2,78,55,87,8,107,1
86,68,52,81,104,12,110,7,13,83,1
28,110,25,39,86,47,52,77,5,7,0
16,9,43,101,34,45,89,15,57,33,1
21,112,72,2,50,58,80,38,87,39,0
84,16,101,8,18,100,37,51,9,48,0
41,29,11,68,9,69,27,83,15,99,0
7,36,78,72,86,42,43,96,27,58,1
114,104,86,54,75,9,112,20,28,57,0
19,94,58,86,13,85,9,81,16,68,1
47,53,84,15,68,9,78,7,43,40,1
6,61,74,88,79,57,16,111,28,76,0
56,16,58,19,30,57,87,51,94,44,0
75,7,97,39,68,112,67,47,85,55,0
87,107,20,11,28,5,33,25,51,106,1
16,50,63,49,54,48,30,96,39,107,1
64,49,54,63,86,28,84,90,80,38,1
18,107,51,74,101,2,26,69,98,9,1
57,72,17,86,100,90,1,39,79,51,1
25,104,114,1,86,57,16,30,74,109,0
74,50,96,48,66,58,26,46,78,69,0
30,94,41,84,57,54,32,87,28,12,1
15,20,9,93,41,101,63,96,26,74,1
51,86,66,53,72,16,55,67,23,64,0
79,58,49,96,48,90,94,55,6,71,1
86,33,70,88,25,51,49,92,16,95,1
84,109,68,35,69,107,38,11,27,77,1
100,77,55,27,47,103,54,101,16,74,1
34,78,87,77,100,12,3,108,19,103,0
74,9,1,3,103,78,47,86,53,68,1
85,65,63,3,76,90,86,12,51,54,0
114,86,36,2,9,109,107,49,84,25,1
85,77,39,30,64,10,110,46,78,66,0
3,81,7,9,69,100,25,104,48,87,1
6,94,111,14,41,79,17,75,9,2,1
107,76,64,8,29,87,45,16,41,33,0
49,89,55,64,54,53,92,88,38,17,1
111,28,84,98,46,23,76,41,88,87,1
42,40,74,62,41,111,16,1,55,69,1
23,31,4,41,34,40,64,57,76,7,0
36,102,65,83,46,28,74,99,88,37,1
39,29,27,38,89,46,8,21,40,66,1
42,71,55,39,112,57,106,100,74,87,0
5,13,72,9,7,40,86,76,62,54,1
50,98,21,16,107,59,6,111,92,51,0
21,28,112,56,50,87,25,51,72,100,1
87,28,50,8,46,106,55,62,39,31,1
34,41,79,109,88,75,54,74,28,84,0
58,8,38,104,91,112,65,61,111,80,1
67,91,51,101,17,39,65,85,11,75,1
19,53,28,91,84,97,48,9,41,79,0
97,8,86,90,104,17,75,84,18,16,0
46,9,27,103,83,10,96,88,50,52,1
40,53,101,9,89,72,93,46,78,3,1
65,72,33,89,74,99,64,101,58,27,1
15,89,31,23,88,60,92,9,13,6,1
15,68,40,107,22,47,86,1,112,16,0
68,98,109,84,17,75,26,106,78,7,0
111,31,30,94,44,38,20,43,106,27,1
91,30,16,10,104,103,86,2,54,76,1
50,70,25,2,47,55,94,99,68,91,0
47,65,26,8,22,25,68,39,20,77,1
84,63,74,16,103,38,66,79,98,48,0
70,16,27,94,85,15,81,100,29,30,0
1,3,25,100,60,7,85,39,112,46,1
54,65,73,7,110,86,29,69,74,63,1
86,61,101,11,106,112,48,89,16,39,1
75,77,8,61,7,101,20,10,15,41,1
69,19,50,77,60,17,57,3,81,103,1
54,55,51,86,11,72,15,13,92,89,0
8,45,33,53,73,51,12,43,3,87,1
78,1,86,99,68,47,96,101,83,53,0
15,93,7,99,20,67,29,84,26,74,0
47,87,18,102,20,30,8,97,55,28,1
48,107,51,79,98,49,20,45,102,42,0
13,3,97,54,20,63,86,65,89,46,0
27,19,78,11,6,40,91,72,71,49,0
12,58,18,111,7,5,6,74,70,33,0
69,65,42,91,31,68,22,100,104,106,1
45,73,7,15,53,86,76,21,8,79,1
69,53,68,83,96,58,89,65,28,50,0
49,8,87,16,65,58,3,107,34,109,0
79,15,62,106,65,109,20,59,111,38,1
62,27,13,16,54,86,51,9,40,74,1
110,107,10,29,15,54,41,26,9,58,0
62,87,48,65,74,88,39,79,8,108,0
76,31,41,57,100,64,23,97,15,49,1
27,29,86,10,58,52,1,66,61,39,0
31,35,104,16,36,27,88,94,4,60,0
16,85,74,79,18,103,87,9,28,46,0
54,21,60,52,86,25,74,19,7,53,0
28,70,57,86,46,54,26,16,35,90,1
83,33,19,75,17,5,9,109,7,106,1
8,79,25,80,39,38,11,49,88,66,1
22,2,109,20,50,79,84,43,96,63,1
40,51,7,43,92,97,21,9,5,62,1
104,57,20,13,93,74,50,64,85,77,0
74,41,27,55,83,68,93,58,96,49,1
29,84,58,72,39,9,63,57,3,51,0
99,39,28,85,20,100,74,91,19,7,0
106,96,20,28,27,48,60,55,83,92,1
106,28,107,87,79,85,99,100,72,3,0
51,87,106,91,80,54,49,97,16,64,1
5,16,96,13,42,88,106,68,17,101,1
48,7,11,51,26,99,60,61,101,97,1
2,92,49,101,12,106,95,112,62,51,1
11,52,100,104,50,39,61,42,30,25,1
78,90,54,94,20,95,31,96,114,121,0
16,106,108,11,50,90,65,48,76,86,0
9,17,22,8,87,11,7,104,26,78,0
31,5,99,98,9,17,69,63,103,86,1
15,53,54,88,66,79,72,97,64,49,1
104,43,30,67,60,34,64,62,93,69,1
52,28,97,40,39,85,86,33,46,80,0
88,41,97,66,25,45,67,110,7,9,1
37,109,25,107,57,54,86,20,16,74,1
65,80,20,69,87,48,89,21,88,30,1
90,32,65,54,104,111,76,16,88,18,0
34,9,110,2,58,5,8,103,41,97,0
86,31,110,44,41,79,65,94,100,109,0
37,62,95,106,97,70,5,75,54,96,0
9,99,20,94,93,34,109,103,41,79,0
72,30,25,16,81,80,7,18,5,74,0
28,102,84,64,39,51,38,15,85,74,0
8,86,80,22,62,41,93,46,9,30,1
109,23,79,2,13,32,54,65,111,17,1
112,28,61,84,12,87,91,76,6,38,0
86,63,3,65,21,20,9,31,55,98,0
30,41,46,67,58,55,1,25,101,107,1
13,88,31,106,66,96,79,17,54,68,1
63,98,103,20,9,28,84,110,74,54,0
79,44,23,98,2,57,70,86,9,103,0
7,21,55,94,5,40,33,73,63,62,0
65,77,61,30,101,25,60,20,29,35,0
78,86,96,27,93,47,101,42,43,88,0
52,35,65,54,14,88,63,3,111,15,1
54,5,27,53,76,68,65,50,42,17,0
73,46,92,69,86,72,88,79,63,39,1
92,3,12,88,13,52,97,72,8,79,1
55,22,32,54,26,29,8,43,91,60,0
86,33,53,34,29,46,67,20,101,9,0
29,87,85,28,94,39,19,35,64,84,1
79,1,106,52,65,74,87,89,83,103,0
30,16,91,41,9,86,33,63,98,28,0
16,93,5,90,25,75,86,6,47,104,0
69,27,109,39,60,48,16,3,43,57,0
79,1,88,49,21,55,60,8,97,91,0
26,96,35,25,83,2,110,22,20,77,1
22,8,51,5,17,16,83,86,11,52,0
91,16,28,30,19,55,54,107,109,112,0
104,106,10,30,14,86,18,5,76,7,0
107,61,54,74,26,111,15,38,43,7,0
40,68,13,44,60,63,100,76,28,30,1
91,19,40,20,98,87,22,30,53,44,1
21,77,42,64,55,79,90,93,28,47,0
74,28,20,26,29,103,46,18,110,41,0
63,47,29,64,79,7,53,78,6,68,0
58,86,85,39,109,108,107,77,35,30,1
31,29,106,78,68,77,86,45,7,17,0
1,50,55,11,100,7,58,86,39,46,1
74,41,8,37,107,50,85,65,97,1,1
110,30,34,93,41,1,20,43,103,29,0
30,8,49,16,108,39,7,70,13,111,1
66,12,70,7,45,108,89,30,49,73,0
66,71,11,87,8,7,20,17,110,35,1
93,16,33,5,97,86,8,79,29,11,0
26,11,69,91,8,95,68,103,41,20,1
68,49,15,29,27,92,41,43,47,42,0
107,65,106,22,50,64,76,18,111,55,0
36,64,78,90,73,1,31,86,39,13,0
101,13,95,96,84,100,29,20,76,78,1
87,28,40,54,63,85,26,96,70,15,0
93,101,45,2,75,42,32,52,111,38,1
55,107,70,87,18,76,16,111,64,98,0
19,9,3,63,91,38,11,112,87,8,1
50,51,99,72,26,100,68,17,3,12,0
35,20,65,42,26,11,9,3,93,2,1
98,18,88,85,111,34,1,23,79,2,1
30,31,99,28,17,98,85,50,74,72,1
51,25,112,15,17,26,12,46,7,16,0
72,27,51,34,100,17,65,101,93,20,1
52,81,21,2,37,111,95,106,38,101,1
1,65,13,60,31,30,56,41,49,107,0
52,94,88,5,83,86,95,28,57,46,0
93,20,107,57,76,75,102,84,95,86,1
97,44,30,14,76,75,100,5,102,82,1
5,40,32,93,97,74,31,65,86,70,1
92,119,77,19,37,43,41,103,13,111,1
86,33,27,69,62,55,77,49,87,74,1
98,30,36,60,39,55,25,71,40,49,0
67,26,65,46,110,29,73,68,25,2,1
28,84,5,44,46,87,63,96,6,9,1
9,50,41,6,84,85,26,2,95,43,1
59,25,9,3,21,102,101,8,52,96,0
30,13,73,11,7,72,71,19,112,91,0
20,110,17,8,68,2,26,11,50,77,1
64,47,40,69,37,91,46,84,99,44,1
84,94,107,74,97,16,75,48,14,39,0
44,100,30,78,11,23,76,57,109,27,0
72,85,53,43,27,100,110,39,18,60,0
25,67,71,20,65,54,111,53,85,39,0
87,28,18,26,49,29,107,68,74,8,0
79,9,10,42,41,68,65,80,87,74,1
51,2,54,9,20,72,5,85,78,77,0
65,14,97,86,93,91,84,54,59,60,0
26,19,51,91,4,29,6,39,112,87,1
60,36,27,51,113,47,77,88,75,104,1
8,28,75,40,20,22,103,41,26,93,1
67,22,107,30,80,74,111,8,20,38,1
111,54,76,65,107,20,38,37,15,71,0
55,36,66,100,47,43,3,90,99,78,1
74,112,87,102,106,57,100,39,42,55,1
30,106,63,84,41,29,20,68,109,75,0
7,68,109,49,46,72,111,108,60,23,1
13,3,51,20,35,33,18,30,17,95,1
102,7,82,28,9,103,68,10,74,8,1
95,29,51,92,15,94,89,53,98,5,1
59,31,112,51,67,27,55,74,71,39,0
93,25,50,100,88,51,44,114,11,86,0
2,107,55,73,40,17,54,86,110,85,0
95,2,7,39,26,6,50,21,20,17,0
15,98,10,27,85,65,74,18,95,86,0
88,67,13,80,79,49,33,73,53,92,0
8,5,97,107,25,74,63,16,88,86,1
43,20,27,71,80,62,67,60,25,22,1
11,3,47,39,112,86,72,21,28,43,1
12,78,20,43,50,39,80,100,72,85,1
21,15,67,65,92,73,97,84,80,5,1
55,74,62,18,79,87,94,6,20,16,1
26,63,31,2,39,20,99,32,30,11,1
16,25,98,76,54,92,50,17,47,69,0
88,86,65,75,48,51,54,68,40,69,1
5,47,80,92,48,53,55,44,89,11,0
53,56,38,50,39,107,72,55,43,112,1
54,87,110,104,47,41,60,8,79,43,0
7,21,8,2,101,72,46,20,1,85,0
7,75,72,55,87,12,51,39,86,92,0
86,19,55,12,52,79,17,90,72,54,0
8,97,16,69,75,26,22,15,44,57,0
54,62,26,55,43,65,49,107,72,110,1
5,67,13,25,41,46,87,76,58,20,1
68,72,19,71,3,112,97,60,50,8,1
30,72,28,8,62,106,20,102,53,74,1
54,119,47,86,45,87,57,78,109,89,1
53,97,86,84,8,37,48,28,30,55,1
27,40,42,43,41,65,89,9,101,46,1
89,39,73,55,66,49,15,86,88,54,0
77,64,84,51,21,101,7,29,13,42,1
41,68,64,13,107,12,108,7,92,31,1
1,40,64,55,58,52,91,89,63,46,1
103,25,93,38,37,89,87,12,106,9,1
16,84,79,11,109,80,74,76,23,20,0
7,96,72,22,86,52,112,71,46,79,0
57,94,26,63,96,47,75,69,7,8,0
90,111,46,28,14,72,102,100,74,87,1
86,110,74,70,62,20,18,49,29,107,1
69,34,8,25,30,40,32,70,5,104,0
44,28,87,62,10,104,15,30,6,91,0
17,103,50,6,28,23,74,65,20,109,1
26,12,62,51,74,104,30,73,69,83,0
48,38,64,87,96,5,60,14,78,93,0
58,80,39,52,72,68,54,76,62,83,0
35,41,16,101,72,30,96,44,15,102,1
77,50,106,34,58,97,10,27,16,53,1
9,16,58,62,46,51,47,74,79,83,1
74,79,52,99,56,23,86,83,9,55,1
17,63,102,55,71,54,13,89,62,86,1
97,78,91,25,18,30,47,99,68,2,1
54,97,76,23,5,73,28,55,70,87,0
2,59,87,49,114,84,67,16,46,99,0
50,65,53,48,27,9,88,89,40,31,1
25,39,89,88,28,55,11,29,60,64,1
25,76,78,60,74,6,58,107,46,87,0
8,112,11,26,28,71,87,39,72,51,1
72,107,55,3,43,19,15,87,16,49,1
101,103,2,46,77,20,3,16,109,17,1
69,74,52,79,88,106,41,9,65,3,0
84,90,59,65,6,5,98,40,81,13,1
53,13,20,94,30,55,28,58,46,5,0
79,28,58,107,46,21,23,41,9,3,1
48,23,101,46,16,41,76,56,111,103,1
51,99,75,20,11,101,17,61,2,50,1
39,27,33,80,53,86,21,10,66,29,0
44,101,54,16,78,106,83,47,9,96,0
112,94,18,91,2,75,98,54,28,107,1
97,88,72,3,53,38,86,54,90,80,0
55,84,54,86,48,92,76,39,63,16,0
66,109,72,119,57,53,19,83,54,30,0
65,39,72,100,86,7,110,11,8,20,1
112,41,27,74,113,23,7,6,91,17,0
85,92,38,49,101,106,67,108,37,69,0
87,13,20,69,30,23,9,103,79,46,0
75,10,8,107,65,79,76,48,2,84,1
5,63,107,12,38,110,74,67,53,58,1
8,38,102,91,84,106,75,109,14,28,1
70,88,28,50,82,87,55,54,73,84,1
78,74,47,42,79,91,55,9,93,16,0
51,9,31,21,45,5,63,76,29,3,1
55,5,46,7,70,28,8,104,44,37,1
12,23,15,79,78,10,13,60,86,19,0
108,50,20,27,109,78,86,80,57,6,0
13,62,54,92,89,43,40,64,60,53,1
90,1,38,86,80,45,31,89,55,76,1
27,48,43,13,100,19,53,87,49,3,0
30,47,51,66,19,68,71,101,56,2,1
29,42,9,87,49,93,96,68,17,16,1
29,74,110,8,20,17,18,38,87,26,1
62,86,88,64,18,91,16,55,81,66,1
65,47,55,103,44,96,10,78,20,87,0
53,30,56,100,81,106,50,38,72,32,1
86,28,50,99,35,48,90,47,7,2,0
94,78,33,64,30,101,84,15,13,98,1
43,62,112,54,29,91,38,9,3,70,1
31,80,73,9,51,86,47,98,53,52,0
77,20,102,49,98,79,13,64,29,109,1
26,38,34,54,32,9,103,74,112,93,0
67,26,22,101,41,15,64,43,20,9,0
18,86,28,85,74,10,13,51,90,62,1
13,50,84,67,78,101,68,102,97,63,0
66,69,77,7,8,41,22,30,106,16,1
96,28,9,64,106,13,85,99,41,62,0
49,16,72,68,51,97,112,28,1,39,1
30,77,2,92,98,20,104,99,91,8,0
7,30,98,65,46,11,10,99,86,20,1
37,18,7,40,106,55,71,31,56,81,0
88,63,7,45,3,68,49,86,47,41,0
66,74,9,27,53,46,16,10,92,34,0
65,87,67,7,22,46,93,86,42,68,1
7,22,87,4,63,97,8,3,112,74,1
85,99,2,5,10,74,91,102,50,18,1
99,56,86,112,11,30,55,39,28,50,1
57,11,84,8,112,35,50,28,88,95,0
71,55,87,11,70,72,26,39,7,51,0
87,54,63,28,40,15,85,26,96,70,0
45,6,88,76,9,103,22,21,70,28,1
53,99,39,26,91,93,20,38,22,61,0
66,40,49,54,103,48,58,17,98,3,0
39,79,10,23,88,62,54,65,34,111,1
87,84,22,8,2,34,41,10,111,26,1
93,86,91,49,53,4,31,83,55,10,0
111,104,38,8,65,88,48,23,10,103,0
19,16,13,55,91,79,33,9,69,47,0
73,7,98,54,92,68,80,74,81,5,0
41,6,75,10,100,111,23,44,46,65,0
18,102,101,75,104,78,55,68,30,80,0
99,49,69,40,45,44,31,88,92,73,0
27,46,50,96,54,74,16,55,77,52,1
10,62,9,41,26,103,46,79,8,29,0
74,16,86,90,104,11,2,48,50,84,0
57,47,86,48,103,81,16,43,45,30,1
54,119,103,49,13,19,89,38,64,46,0
78,51,69,87,106,93,2,91,101,8,0
68,46,100,28,55,74,87,51,107,8,0
77,28,86,64,35,88,44,76,87,14,0
96,68,42,8,22,93,18,50,84,103,1
112,31,51,11,93,47,28,91,46,100,0
48,7,6,86,13,47,97,84,30,70,1
40,63,84,16,22,51,111,59,106,107,0
7,68,39,93,3,51,72,16,13,87,0
100,28,26,8,19,63,65,86,84,121,1
90,106,99,54,107,87,55,28,63,8,0
100,50,11,28,4,7,55,6,20,17,1
42,77,20,96,64,84,110,46,87,74,1
104,20,84,48,13,46,72,23,51,79,0
88,97,104,75,70,28,37,2,95,46,0
91,47,84,1,104,53,10,16,101,68,0
20,92,25,6,65,35,51,60,26,8,0
79,80,23,16,109,78,111,63,28,54,1
42,20,26,73,65,55,11,40,60,28,0
8,31,11,39,20,101,17,61,7,2,0
18,55,107,43,86,5,62,39,65,8,0
100,87,72,25,71,2,30,51,19,91,1
110,26,41,49,93,106,86,19,91,29,1
31,13,121,19,93,100,1,16,76,53,0
86,93,73,54,66,64,87,72,55,63,1
20,46,7,36,19,70,43,3,17,88,1
29,3,72,55,88,90,91,53,81,13,0
17,119,112,96,70,7,25,67,40,5,1
67,102,47,110,103,39,2,68,84,44,0
38,31,16,54,12,9,28,98,74,87,0
83,87,9,13,69,27,16,43,74,29,0
53,60,19,68,91,74,63,86,96,87,1
32,8,5,96,106,55,100,39,95,88,1
7,86,39,15,51,87,72,66,16,22,1
20,39,9,68,69,96,27,47,10,30,0
74,2,99,68,91,10,30,20,41,22,0
98,26,93,103,74,79,55,46,48,50,1
87,89,69,15,20,67,68,101,11,65,0
112,59,96,21,6,66,107,81,33,19,1
104,19,91,20,29,63,101,84,39,103,1
64,101,63,15,29,47,78,33,35,7,0
103,6,21,87,69,54,26,66,43,29,1
79,25,48,53,39,30,86,78,8,29,1
72,52,13,54,21,55,63,89,7,87,0
1,29,26,74,64,8,93,19,68,91,1
31,8,59,86,96,18,3,1,90,15,0
54,64,71,38,49,84,60,19,104,36,0
38,46,58,70,26,8,97,20,7,22,1
58,49,54,80,86,47,53,92,63,83,0
86,53,90,63,51,33,47,73,89,92,0
62,65,50,46,42,16,11,2,20,96,1
10,33,16,52,40,86,58,81,61,68,0
104,84,55,11,71,1,33,93,85,21,1
74,30,42,7,99,41,27,86,95,63,0
84,9,2,37,94,34,86,8,98,66,1
65,39,30,108,18,74,63,28,37,54,0
91,68,19,39,51,8,42,103,17,87,1
98,30,23,41,74,17,79,103,6,65,1
9,7,60,64,29,41,101,11,84,104,0
25,53,12,88,51,48,90,54,62,86,0
98,72,28,82,30,96,84,80,11,102,1
40,20,109,64,38,12,19,103,51,86,0
74,54,71,28,112,2,70,97,62,110,0
13,27,94,99,50,15,89,16,85,86,0
16,43,22,66,21,95,25,60,87,13,1
103,13,10,78,50,17,20,84,77,29,0
9,79,72,65,49,48,104,55,32,30,0
42,83,53,75,22,21,101,92,6,41,1
78,30,67,55,53,106,9,91,38,76,0
76,20,80,108,62,100,42,96,34,5,0
78,29,31,47,33,7,34,72,86,69,1
29,1,95,68,7,4,22,20,93,51,0
43,9,87,29,15,10,96,101,33,31,0
57,42,47,29,26,69,72,73,31,30,0
72,22,51,50,56,12,110,30,106,100,0
91,39,86,95,51,50,72,49,60,65,0
110,87,93,20,15,109,47,50,28,107,1
16,98,11,99,26,21,39,10,7,30,0
87,43,20,29,1,91,101,41,72,13,1
39,85,65,58,1,3,55,52,48,79,0
41,22,65,99,31,3,9,15,92,6,0
74,93,29,20,111,34,30,72,38,62,0
8,5,73,43,31,99,88,92,40,11,0
81,29,110,107,13,37,65,95,46,16,1
74,5,89,51,3,65,27,69,13,68,1
72,23,55,3,83,20,92,11,65,9,1
10,51,39,22,26,20,35,7,2,13,0
46,86,54,90,53,3,21,80,1,66,1
17,63,20,83,69,86,112,120,19,109,1
15,5,74,18,61,84,86,98,53,70,0
87,109,51,11,88,5,8,46,16,28,0
13,56,5,99,66,33,48,73,79,103,0
30,41,22,98,7,75,101,15,20,96,1
44,87,41,97,110,28,8,26,111,109,0
1,98,111,38,26,28,9,87,101,54,1
74,65,84,111,93,8,28,18,79,17,0
84,41,10,64,31,20,13,5,15,69,0
83,87,13,65,54,52,75,45,55,7,0
15,29,83,79,74,106,41,27,34,91,1
96,91,87,11,75,63,46,107,28,55,1
88,83,48,69,5,93,21,79,67,91,1
15,16,11,111,51,104,81,34,68,23,1
79,50,48,2,16,8,65,53,26,32,1
17,91,75,18,2,8,22,20,53,35,0
65,98,84,25,18,93,2,73,110,26,1
109,27,17,66,57,45,91,19,98,30,0
20,86,98,84,46,32,21,28,30,63,1
41,74,30,18,102,58,107,65,53,43,0
79,80,86,55,58,18,53,92,10,25,0
13,80,15,5,89,95,3,65,66,54,0
8,88,93,84,26,73,79,78,23,9,1
101,11,51,39,30,50,86,2,78,35,0
9,16,111,53,72,12,62,93,38,26,1
39,44,65,84,75,68,42,13,29,20,1
66,81,101,55,91,79,72,13,51,90,1
21,37,65,97,99,5,96,20,7,35,1
27,44,97,61,90,79,39,91,19,55,1
26,67,53,13,30,18,100,39,28,20,0
16,88,68,76,12,45,49,8,64,100,1
71,78,90,36,46,63,6,13,50,2,0
25,51,86,44,49,7,92,56,106,100,0
86,97,80,28,70,5,8,63,34,88,0
2,93,101,106,30,75,36,35,95,96,1
43,93,88,33,87,20,46,94,65,86,1
