hero_1,hero_2,hero_3,hero_4,hero_5,hero_6,hero_7,hero_8,hero_9,hero_10,account_1,account_2,account_3,account_4,account_5,account_6,account_7,account_8,account_9,account_10,is_win
8,7,88,25,35,6,20,26,39,51,84105632,8591574,43810089,58134384,74040691,115975133,86828698,29904110,3246092,102823997,1
103,17,33,64,63,101,7,75,62,69,10972748,106781506,3297409,64727176,29126067,1107899,24586551,64741160,10021879,74121881,1
86,73,20,88,107,11,70,55,28,50,171345274,188884494,172298224,203351055,147130490,245373129,56939869,86698277,117015167,41288955,0
13,72,33,86,88,17,96,55,25,26,106863163,108382060,98887913,89407113,98878010,129748056,89246834,122594664,134729228,204640412,1
27,39,107,54,13,106,31,32,43,65,98878010,106863163,107081378,177416702,101695162,137193239,113800818,89423756,107803494,134276083,1
31,49,64,48,55,89,53,87,5,76,86746285,108717482,93789718,102020930,101298371,101805635,86908878,92286601,93147170,86780673,0
108,89,94,3,72,13,68,51,76,43,10366616,86726887,86725175,47434686,108452107,110539311,145550466,112377459,115141430,101450083,1
102,84,11,37,8,32,93,74,51,75,94738847,240727522,230617400,117731777,208796906,133705802,103275898,216067541,119594755,176996872,1
39,28,36,55,100,51,42,50,11,31,105248644,25907144,19672354,38628747,94155156,87382579,43276219,87278757,86700461,6922000,0
99,13,72,87,83,44,71,46,55,5,87586992,86785083,123051238,89269794,91460772,96196828,94049589,250114507,94338967,11550182,1
64,89,93,20,85,101,10,41,84,13,90423751,97676580,88655279,87565571,34322358,86787294,89558517,9873408,16844582,89612143,1
79,42,34,9,80,7,35,31,86,96,68003902,89803989,86768678,64420093,44604531,109175310,87958089,114977468,96430997,106052301,1
10,27,53,47,31,41,33,86,9,15,139280377,101695162,84772440,90882159,113800818,124566285,88521435,136186119,112960848,117281554,1
119,84,12,75,19,7,49,85,6,33,295697470,96196828,113995822,90125566,11865327,196879301,480412663,79809603,346392468,337493609,1
114,110,7,42,46,51,87,113,11,71,159020918,100028335,123787524,53178236,81852496,92847434,182993582,132739889,5150808,113331514,0
13,11,79,88,53,72,49,3,55,25,74432222,85783343,26682464,91988610,65623472,61206503,80874901,100201734,91932652,87918301,1
68,80,106,107,30,20,53,71,99,55,87278757,87382579,43276219,86700461,6922000,88553213,88508515,135726105,89157606,117199412,1
41,66,3,74,48,38,50,76,47,60,30237211,40547474,87196890,86725175,108452107,82059860,205662271,105178768,122445696,108548063,1
83,65,47,101,34,74,79,53,77,16,86767849,104888934,133829277,86792034,101450083,29110522,86802544,34726076,86809886,34547465,0
7,11,48,30,87,75,17,101,2,99,26771994,101450083,88933594,105599955,145550466,96307331,134865247,102596549,86772934,184950344,1
37,96,20,68,41,101,47,7,13,84,86750050,92241448,86738423,103099205,28070572,84671288,160987706,92513570,43810089,12065389,0
20,109,100,76,96,11,80,84,50,2,60943014,100058342,98167706,98092287,176988393,189708209,61177858,91516368,95881885,43810089,1
7,51,81,17,68,46,92,13,54,103,134276083,107081378,177416702,106863163,98878010,108376607,111114687,118134220,135878232,142750189,1
79,47,46,101,41,12,68,27,43,96,25968969,44814468,90692374,77713536,99085893,77500001,49084265,10431960,86911908,47067858,0
8,51,86,23,35,16,31,70,47,27,111970270,123240602,113216131,122275012,107296675,115613584,92393372,53908693,107925680,86733921,0
53,6,20,2,39,8,83,101,97,61,88271237,86725175,90423751,86700461,87285329,98172857,3916428,4281729,70388657,76482434,1
104,3,26,93,74,16,20,68,9,73,203565743,350768900,304496750,321313591,173316622,168934302,174910132,146146606,208133636,151792570,0
61,88,46,78,87,13,40,51,114,84,62533910,26356855,121769650,92367063,57516313,87012746,149486894,139876032,117281554,82327674,0
48,30,88,74,45,21,107,75,36,67,148215639,111034589,119576842,201594424,156662698,138543123,157475523,117731777,124936122,168028715,1
87,28,22,85,106,50,12,39,29,100,120569619,138885864,111189717,131043881,177416702,136624722,130921377,194710965,124013062,111533846,1
88,70,114,76,57,31,28,56,47,108,132572732,358102129,143294966,244380568,128701865,86894490,188972713,102126005,110540711,107897138,0
8,50,110,74,38,55,54,112,44,30,226340817,94496102,108383863,151625242,179773256,110035276,163137605,105717860,326411076,180868243,1
63,84,86,73,60,3,61,6,19,33,89269794,91064780,82305765,250114507,130801103,127565532,230328929,133558180,197547532,296226696,1
86,57,72,7,11,48,107,30,78,47,184950344,187619311,132309493,155494381,164532005,108382060,182331313,114239371,139937922,137272985,0
81,52,77,87,55,66,64,21,89,65,89625472,107644273,87278757,70388657,89326318,89137399,86836744,86750262,87201671,86723143,0
86,65,40,89,55,13,54,48,64,62,96005384,43619695,86717735,23883296,97590558,70388657,87278757,89625472,107644273,89326318,1
70,9,114,34,84,12,79,63,19,83,28070572,97658618,155332459,292921272,349310876,93873058,85008179,92241448,103834233,105045291,1
64,11,85,18,89,54,29,46,33,3,94155156,21265941,19672354,100317750,8712306,61206503,95183604,113045906,96191708,86685819,1
106,108,30,20,88,97,16,95,87,90,86761682,25175582,75750590,196490133,98172857,113372833,130801103,114619230,91064780,91355855,1
48,74,40,83,50,8,9,47,86,7,86829723,91701543,147563598,150419909,125304246,91931566,146126096,84317969,103300771,86747757,1
73,41,79,103,48,93,26,34,29,90,95825708,242697694,99796146,119631156,194521913,132291754,70673409,115141430,102119379,104275965,1
98,75,13,15,16,39,8,7,86,69,108939324,119535307,144335589,91644707,131380551,102811031,86809886,34547465,51775783,89972122,0
26,47,74,83,106,84,59,21,101,96,114935568,102369054,116080282,135840120,127970416,100832991,175911509,91554848,193154484,113741621,0
93,102,95,91,29,66,20,65,35,47,105178768,48667636,150197164,129940280,87967499,83601826,100630947,118111991,155735489,40372634,1
34,54,64,88,79,5,109,57,28,46,129585121,101586543,102644565,118134220,111114687,100812084,139280377,139937922,135384059,107803494,0
93,55,92,52,26,85,72,51,101,106,130416036,131237305,140153524,101375717,142750189,86727555,87177591,87276347,40547474,111620041,0
